Organization,CO2 Emissions
SYSCL1 Sysclay Sp. z o. o.,614.98
"Polskie Linie Lotnicze ""LOT"" S.A.",614.98
SECURITY_PLUS SECURITY+ SP. Z O.O.,614.98
VOYAGER Voyager.com Sp. z o.o.,614.98
LHPL LH.pl Sp. z o.o.,614.98
Softman Softman S.A.,614.98
PMDIGITAL PM Digital Sp. z o.o.,614.98
ARCHETON Archeton Sp. z o.o.,614.98
KAMSOFT Kamsoft S.A.,614.98
AS_OBRPR WARTER FUELS S.A.,614.98
ORLEN Orlen S.A.,614.98
TricompAS Tricomp Sp. z. o. o.,614.98
Euromedic Affidea Sp. z o.o,614.98
NWFRANCE Nowa Elektro Sp. z o.o.,614.98
FiservPL FISERV POLSKA S.A.,614.98
Domdata_as DomData RE Sp. z o.o.,614.98
ITI_NEOVISION_PL ITI NEOVISION SP. Z O.O.,614.98
Skrivanek SKRIVANEK SP. Z O.O.,614.98
MAKOLAB Makolab S.A.,614.98
FISKAS Przed. Wielobranzowe Fiskas Service Wojciech Kanczurzewski,614.98
NFZ Narodowy Fundusz Zdrowia,614.98
KAMIS MCCORMICK POLSKA SA,614.98
VTS VTS Sp. z o.o.,614.98
ANIXE Anixe Polska Sp. z o.o.,614.98
"SPRINTNET ""SPRINT"" S.A.",614.98
Intraserv Intraserv Kamil Schild,614.98
PCF PCF Group S.A.,614.98
tdas TOPDATA SP. Z 0.0.,614.98
BN Biblioteka Narodowa,614.98
"GSR Gdanska Stocznia ""Remontowa"" im. J.Pilsudskiego S.A.",614.98
Klimawent Klimawent S.A.,614.98
AMINET AMINET WOJTAS MACIEJ,614.98
UMSOPOT Urzad Miasta Sopotu,614.98
COMAX F.H.U.COMAX RYSZARD TECZA,614.98
PKP_ENERGETYKA_SA PKP Energetyka SA,614.98
PanattoniDevelopment Panattoni Development Europe Sp. z o.o.,614.98
SILVERMEDIA drEryk S.A.,614.98
Wancom WANCOM Radoslaw Cupal,614.98
ELSTA ELSTA SP. Z O.O.,614.98
InfoPower_AS InfoPower sp. z o.o.,614.98
WRO2012 Stadion Wroclaw Sp. z o.o.,614.98
ECOM ECOM SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,614.98
Boryszew BORYSZEW SPOLKA AKCYJNA,614.98
PKO PKO LIFE SOCIETY OF UBEZPIECZEN SPOLKA AKCYJNA,614.98
SOLARISBUS Solaris Bus&Coach S.A.,614.98
Totalizator Totalizator Sportowy Sp. z o.o.,614.98
Energit Energit Sp. z o.o.,614.98
ATOS Atos Poland Sp.z.o.o,614.98
ASECUREX Securex s.c.,614.98
NTGroupAS NT Group Systemy Informatyczne Sp. z o.o.,614.98
JMD Jeronimo Martins Dystrybucja S.A,614.98
PLICBD_UKE Urzad Komunikacji Elektronicznej,614.98
CARREFOUR CARREFOUR POLSKA SP. Z O.O.,614.98
Integer INTEGER.pl S.A.,614.98
SARNET SARNET SARA KWOLEK,614.98
TVPULS Telewizja Puls Sp. z o.o.,614.98
TRADEPARTNER_AS Trade Partner Sp.zo.o.,614.98
TVKG Zaklad Uslug Telewizji Kablowej Leslaw Dorobek,614.98
Ghelamco Ghelamco Poland Sp. z o.o.,614.98
LUBGIP LUBGIP Sp. z o.o.,614.98
TRV MasterCard Payment Transaction Services S.A.,614.98
innogypl E.ON POLSKA SA,614.98
Emaillabs VERCOM S.A.,614.98
EPSO VERCOM S.A.,614.98
VERCOM VERCOM S.A.,614.98
ASWASKO WASKO S.A.,614.98
BSM Bialogardzka Spoldzielnia Mieszkaniowa,614.98
BellonaSA Dressler Dublin sp. z o.o.,614.98
PowiatOlesnicki Powiat Olesnicki,614.98
FASTAR FASTAR Sp. z o.o.,614.98
KEMPNET KempNet Przemyslaw Kempa,614.98
sitekomp PPHU Sitekomp Piotr Walkowiak,614.98
NETFIBRA Patryk Krokosz trading as NETFIBRA,614.98
DATECH Pozniak Damian trading as DATECH Systemy i Sieci Komputerowe,614.98
QSTER QSTER COMPUTERS Andrzej Kuster,614.98
VF Virtual Future sp. z o.o.,614.98
MMNET MMnet Marcin Balut,614.98
EuroCDN EG Sp. z o.o.,614.98
FISCOM FISCOM Witold Tumalewicz,614.98
AS_polnet24 Robert Wojna trading as Polnet24 Robert Wojna Jaroslaw Jamka spolka cywilna,614.98
ITTAM Ryszard Zawilski trading as ITTAM,614.98
zipnet ZIPnet sp. z o.o.,614.98
TELENETIKS Marcin Jan Peszel trading as TELENETIKS,614.98
CBNET NOWOGROD.NET SP. Z O.O.,614.98
AIRNET Air NET Marcin Gola,614.98
TOTALSAFE VERCOM S.A.,614.98
ITSNS ITS Network Solution Sp. z o.o.,614.98
Leadstream VERCOM S.A.,614.98
Premi VERCOM S.A.,614.98
TENNET Piotr Ekspedyt Frankowski trading as TEN.NET,614.98
xtend Xtend New Media Sp. z o. o.,614.98
fiberdom FIBERDOM Sp. z o.o.,614.98
MARLENA MARLENA Marek Zieba,614.98
INSITE INSITE Sp. z o.o.,614.98
BNP Paribas Bank Polska S.A.,614.98
JUTRA Gawex Media Sp. z o. o.,614.98
DYNACON Dynacon sp. z o.o.,614.98
PUQ PUQ Sp. z o.o.,614.98
OLDNET OldNET Krzysztof Cukierski,614.98
WPR Wojewodzkie Pogotowie Ratunkowe w Katowicach,614.98
ASIMSMULTI IMS Multimedia S.C.,614.98
Intracom IntraCOM.pl S.C. Grzegorz Lemantowicz,614.98
Elwico Elwico s.c.,614.98
GRAL GRAL Bronislaw Kaczorkiewicz,614.98
KARWOSNET Danuta Karwowska trading as F.H.U. KarwosNET,614.98
TELBESKID TELBESKID Sp. z o.o.,614.98
cshrub Piotr Adam Kossowski trading as COMPUTER SERVICE,614.98
INFOGLOB INFOGLOB SZCZERCOW Lukasz Pietras,614.98
SiberSoft SiberSoft,614.98
UMWP Urzad Marszalkowski Wojewodztwa Podlaskiego,614.98
ASLAB Dr Irena Eris SA,614.98
tomaszpakulski VERCOM S.A.,614.98
SerwerSMS VERCOM S.A.,614.98
ETHSK ETH Sieci Komputerowe Sp. z o.o.,614.98
IT_Partners_Telco IT Partners Telco Sp. z o.o.,614.98
DERNET DeR.net Zbigniew Rosiak,614.98
GMTPL GMINA MIASTA TORUN,614.98
TELLION Tellion Sp. z o.o.,614.98
KolNet KolNet,614.98
ncbj Narodowe Centrum Badan Jadrowych,614.98
BFG Bankowy Fundusz Gwarancyjny,614.98
POLMSAS Ministerstwo Sprawiedliwosci,614.98
KYNDRYL Kyndryl Polska Business Services sp. z o.o.,614.98
STANSAT Stansat Stanislaw Grzesik,614.98
ONEFONE Onefone SA,614.98
AS_UMWS Wojewodztwo Swietokrzyskie,614.98
Kalasoft Kalasoft Sp. z o.o.,614.98
UMWW URZAD MARSZALKOWSKI WOJEWODZTWA WIELKOPOLSKIEGO,614.98
DEDICATEDSOLUTIONS DevonStudio Sp. z o.o.,614.98
KAN KAN Sp. z o.o.,614.98
ASORE Otwarty Rynek Elektroniczny S.A.,614.98
ASDU DIGITAL UTILITIES SP Z O O,614.98
AS_OCHK_PL Operator Chmury Krajowej Sp. z o.o.,614.98
GMINAOLSZTYN Gmina Olsztyn,614.98
MZDII Miasto Zabrze,614.98
AS4VOD 4VOD Sp z o. o.,614.98
dialcom24 DC24 Alternatywna Spolka Inwestycyjna Sp. z o.o.,614.98
LINK4 Link4 Towarzystwo Ubezpieczen S.A.,614.98
coinfirm LUKKA POLAND SP. Z O. O.,614.98
CUS Cioch Adrian Centrum Uslug Sieciowych,614.98
NetSolution Net Solution Piotr Kaube,614.98
citimediapl Citimedia.pl Sp z o.o.,614.98
awhost Andrzej Erenc trading as awHost,614.98
INTERTOR01 BOZENA WOJTCZAK trading as INTERTOR.NET,614.98
"RAJF JOZEF ROSZCZKA FIRMA ""RAJF""",614.98
MAXNET Lukasz Rafal Hamerski trading as Maxnet,614.98
Krawarkon PPH Krawarkon Sp. z o.o.,614.98
ITCare Pawel Staszewski trading as ITCare,614.98
CELcom CELCOM SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,614.98
Shentel_AS Shentel Sp. z o.o.,614.98
SAFELOCKAS Dawid Partyka,614.98
ATMEL ATMEL sp. z o. o.,614.98
SACOM SACOM SYSTEM Sebastian Bialkowski,614.98
NETASK_AS Knopielko Michal trading as Netask.pl,614.98
Techalnd Techland Sp. z o.o.,614.98
ASAMSNET Andrzej Szreter AMSNET,614.98
DIGICOM Digi Com ISP Radoslaw Sikora,614.98
MICROLINK MICROLINK Laszczyk Michal,614.98
TEPSANET Stanislaw Nowacki trading as TEPSANET NOWACCY Sp. J.,614.98
Dominet DOMINET Sp. z o.o.,614.98
AHMES Galena Sp. z o.o.,614.98
"ETERNA Piotr Lukasik ""ETERNA""",614.98
INDS Stowarzyszenie Milosnikow Internetu INDS,614.98
TRANSEU_WROC Trans.eu Group S.A.,614.98
UMS Gmina Miasto Szczecin,614.98
NETCOM Robert Jerzy Opielinski trading as NETCOM COMPUTERS,614.98
Resman Gmina Miasto Rzeszow,614.98
"KABOS FPH ""Kabos"" Wojciech Bochenek",614.98
BPH Bank BPH S.A.,614.98
INTEN INTEN Sp. z o. o.,614.98
POZMAN Institute of Bioorganic Chemistry Polish Academy of Science,614.98
ELPOS ELECTRONIC MECHANICAL COMPANY ELPOS SP Z O O,614.98
NitroNet Nitronet Sp. z o.o.,614.98
TPODLASIE Telekomunikacja Podlasie Sp. z o.o.,614.98
SISQ SISQ INTERNET TECHNOLOGIES Przemyslaw Sidor,614.98
LOVO LoVo Sp. z o.o.,614.98
WifiKomputer WIFIKOMPUTER Jacek Pszczolkowski,614.98
TIMPLUS Radoslaw Walentowski trading as Timplus B.Dudek R.Walentowski sp.j.,614.98
TBTELECOM Citylink Telecom Sp. z o.o.,614.98
MARTEL MARTEL MARTA BIENIA,614.98
BGCOM Pawel Kowalski BGCOM,614.98
NoBo_Quality NoBo Quality sp. z o.o.,614.98
ASSECODS Asseco Data Systems S.A.,614.98
ADAMPOLNET ADAMPOLNET Damian Bogucki,614.98
"ZICOMNEXT ""ZICOM NEXT"" SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA",614.98
MULTINET Multinet Krzysztof Kupiec,614.98
ISBANDUROWSKI INTERNET SERWIS WOJCIECH BANDUROWSKI,614.98
EMITEL EmiTel S.A.,614.98
METROPORT METROPORT Sp. z o.o.,614.98
AS24IT 24IT MEDIA Sp. z o.o.,614.98
"Diament ""Diament"" Jakub Hubert",614.98
"MPWIK_PULAWY MIEJSKIE PRZEDSIEBIORSTWO WODOCIAGOW I KANALIZACJI ""WODOCIAGI PULAWSKIE"" SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA",614.98
kbto Wojewodztwo Mazowieckie,614.98
ERGONET1 Ergonet.pl sp. z o.o.,614.98
Techgroup_NET Jakub Bartlomiej Osuch trading as Techgroup,614.98
INTERPLUS Inter Plus Sp. z o.o.,614.98
INTELIGO PKO BP FINAT Sp. z o.o.,614.98
WIT Akademia WIT w Warszawie,614.98
TARMAN Tarnowski Osrodek Informacyjny Aleksander Rajski,614.98
INTERIAPL Interia.pl Sp z.o.o.,614.98
AS9141 P4 Sp. z o.o.,614.98
"COMPOWER FHU ""COMPOWER"" Dariusz Krocz",614.98
P4NET P4 Sp. z o.o.,614.98
DOLSAT DOLSAT sp. z o.o.,614.98
ASPLJ PLJ TELECOM sp. z o.o.,614.98
Skynet Skynet sp. z o.o.,614.98
LukMAN Lukman Multimedia Sp. z o.o,614.98
CONNECTED Connected sp. z o. o.,614.98
INTERNETUNION1 Internet Union Spolka Akcyjna,614.98
AWIST P.P.H.U AWIST,614.98
ITVMedia ITV Media Sp. z o.o.,614.98
ARTNET Artnet Sp. z o.o.,614.98
P4NET_POZ P4 Sp. z o.o.,614.98
EOT_AS_ONE ILARIO SP. Z O.O.,614.98
iwkdostroda Adam Gwozdz trading as IWKD,614.98
INTERTELL Rafal Rajba trading as INTERTELL,614.98
PiekaryNet PASJO.NET HAIDER CZEMPIK SPOLKA JAWNA,614.98
CITYNET CITYNET Sp.z o.o.,614.98
MEDIATELEKOM Media Telekom Sp. z o.o.,614.98
ITALNET Sebastian Handzlik trading as ITALNET,614.98
CF_Cloud_Ext CloudFerro S.A,614.98
omniTEC Euvic Solutions S.A.,614.98
WirtualnaPolska Wirtualna Polska Media S.A.,614.98
ITSA Intelligent Technologies S.A.,614.98
STIMO STIMO.NET SP. Z O.O.,614.98
GOG GOG sp. z o.o,614.98
NETFALA Mariusz Chmielewski trading as Netfala,614.98
iMad iMad Sp. z o.o.,614.98
QUESTORA GRID DYNAMICS POLAND SP Z O O,614.98
netkomplanet Maciej Zukowski trading as Netkom Uslugi informatyczne,614.98
MORTIN Marcin Rabati trading as MORTIN,614.98
"PSM_Winogrady Poznanska Spoldzielnia Mieszkaniowa ""Winogrady"" w Poznaniu",614.98
SerczerNET SerczerNET Malgorzata Nienaltowska,614.98
MAINPL MAIN Sp. z o.o.,614.98
AS_HOCHTIEF HOCHTIEF POLSKA S.A.,614.98
RIMCO Rimco Ryszard Slomczynski,614.98
Tlen AITON CALDWELL S.A.,614.98
CZAJEN FPUH Czajen Krzysztof Czaja,614.98
"COVERNETAS Damian Giecko ""COVERNET""",614.98
METALZBYT Metalzbyt Sp. z o.o,614.98
CAN PHU CAN GALUSZKA DARIUSZ,614.98
CLUDO CLUDO Sp. z o.o,614.98
Advicom JSW IT SYSTEMS sp. z o.o.,614.98
PKP_Intercity PKP Intercity S.A.,614.98
TIDESOFTWARE Tide Software Sp. z o.o.,614.98
PLANIKA PLANIKA Sp. z o.o.,614.98
ZUPAWLUK Krzysztof Pawluk trading as Zaklad Uslugowy Pawluk,614.98
CONTACTPL CONTACT.PL SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,614.98
TramwajeWarszawskie Tramwaje Warszawskie sp. z o.o.,614.98
"Nowa_Era_AS ""NOWA ERA"" Sp. z o.o.",614.98
Stadion_Miejski_Katowice Stadion Miejski Katowice Sp. Z o.o.,614.98
AGORA Agora TC Sp.z.o.o.,614.98
WASK Wroclaw Centre of Networking and Supercomputing,614.98
BLOKOWE Sieci Blokowe S.C.,614.98
CDPROJEKT CD PROJEKT S.A.,614.98
AUTOPARTNER Auto Partner S.A.,614.98
"TELPOL Jerzy Krempa ""Telpol"" PPMUE",614.98
DZP Domanski Zakrzewski Palinka sp. k.,614.98
ITI_Neovision ITI NEOVISION SPOLKA AKCYJNA,614.98
CVD CVD Sp. z o.o. Sp.k.,614.98
ACNG AC Systemy Sp. z o.o.,614.98
HORYZONT Horyzont Technologie Internetowe sp.z.o.o.,614.98
ELART ELART Sp. z o.o.,614.98
"INSPORT ""INSPORT"" BOZENNA PIECEK",614.98
MOKADI P.H.U. MOKADI Wieslawa Kazmierczak,614.98
SWPS SWPS UNIWERSYTET,614.98
IGICHP INSTITUTE OF TUBERCULOSIS AND LUNG DISEASES,614.98
MSWiA Ministerstwo Spraw Wewnetrznych,614.98
POLINEO POLINEO Sp. z o.o.,614.98
IFPS Instytut Fizjologii i Patologii Sluchu,614.98
CNK Centrum Nauki Kopernik,614.98
ASP Akademia Sztuk Pieknych w Warszawie,614.98
CMKP Centrum Medyczne Ksztalcenia Podyplomowego,614.98
BRKNETWORKDEVICES Jacek Pasek BRK Network Devices,614.98
EUROCONN EuroCon Global SP Z O.O.,614.98
TPNETS TPnets.com Sp. z o.o.,614.98
HOWICK John Macleod trading as Howick Digital,614.98
CHOJNET CHOJNET Maciej Szypryt,614.98
merksolution Merk Solutions sp. z o.o.,614.98
UMFC UNIWERSYTET MUZYCZNY FRYDERYKA CHOPINA,614.98
JMDI JMDI Jacek Maleszko,614.98
WORLDNET TELECOMMUNICATIONS,615.3636645310366
ALBIDEYNET,615.39
Prestabist,615.39
EUROTELECOM SC ITNS.NET SRL,615.9232197739924
SHAW,616.3878429951558
WORLDBUS TradeZone LLC,616.5931416570829
BT British Telecommunications PLC,616.7200868849673
ACT2000,617.3928202820283
SUAGM,617.695317468253
SEEDNET Digital United Inc.,618.4496700989703
DELTA TELECOM,619.26
parsabr Pars Abr Toseeh Ertebatat Company,620.9634479828027
GSC Giti Secure Cloud LLC,622.3055145514551
Workonline,623.2043902439025
SumaTech SRL,624.08
KTC3G Kuwait Telecommunications Company K.S.C.C.,624.7014868114651
LHY LHY TECHNOLOGIES PRIVATE LIMITED,625.4150000000002
AS_WILDBERRIES_KZ LLC Wildberries,625.575
ITC Integrated Telecom Co. Ltd,626.0521078888888
FNETLINK FNETLINK CO .,626.3354545454546
ENETENTERTAINMENT E Net Entertainment Pvt Ltd,627.1220868057871
LiveLinkISP Live Link Internet Service Provider PVT LTD.,628.23
VIPNAS1,629.7313978602139
STKITS,630.0475
STARFRAMEWORKCO FLATRM 101A 1F,630.3077287728772
LITC,630.5642891432
APT Asia Pacific Telecom,630.5713543055185
TehranServer Fanavaran Mehr Vatan Tehran Server Group LLC,630.6011172234447
GIGANET SC ITNS.NET SRL,631.68
AVAHOHST AVA HOST SRL,631.68
FOXCLOUDMD FOXCLOUD COMMUNICATIONS SRL,631.68
"OKLAKO ""OKLAKO"" SRL",631.68
ASDANIS DANIS SRL,631.68
ASIDK2019 INTERDNESTRKOM,631.68
BNM Banca Nationala a Moldovei,631.68
VIC_GRUP_SRL Vic Grup SRL,631.68
SC_SnL_Panifcom_SRL S&L Panifcom SRL,631.68
MD112 Serviciul National Unic Pentru Apelurile de Urgenta 112,631.68
EBS IM Enterprise Business Solutions SRL,631.68
Hartum_TV_SRL HARTUM TV SRL,631.68
"asfastmd S.C.""LOGIGRUP"" SRL",631.68
USMF Universitatea de Stat de Medicina si Farmacie Nicolae Testemitanu din Republica Moldova,631.68
TRANZIT SC ITNS.NET SRL,631.68
fincombank_as BANCA DE FINANTE SI COMERT S.A.,631.68
BPAY Bpay SRL,631.68
NETSAT_DV NETSAT_DV_SRL,631.68
PRIDE_SYSTEM Pride System SRL,631.68
PRIMANET PRIMANET SRL,631.68
MOLDCELL_AS MOLDCELL S.A.,631.68
goc,633.03
LaSentinelle,633.03
MIXP,633.03
StartTelecom START TELECOM Mahdud Masuliyyatli Camiyyati,633.07
UNINET Uninet LLC,633.07
azetel AZETEL LLC,633.07
AZERFON Azerfon LLC,633.07
gsp GSP LLC,633.07
Artkom ARTKOM.NET LLC,633.07
Voltnet Volt Internet LLC,633.07
Sparktel Sparktel LLC,633.07
Fibernet Fibernet LLC,633.07
az_goline GO LINE LLC,633.07
rsl AZETEL LLC,633.07
AS208410 Azeuronet LLC,633.07
az_hypernet Alnet LLC,633.07
ip2con IP Connect Inc,633.07
Flexnet Flexnet LLC,633.07
AS_XB Xalq Bank OJSC,633.07
OUR OUR Technology LLC,633.07
ehim Electronic Government Development Center Public Legal Entity,633.07
araztech Araz Tech LLC,633.07
SEANET_IX05 Seabak LLC,633.07
ABBBank International Bank of Azerbaijan OJSC,633.07
azstatenet STATE SERVICE OF SPECIAL COMMUNICATION AND INFORMATION SECURITY OF THE REPUBLIC OF AZERBAIJAN,633.07
a2z A2Z Technologies CJSC,633.07
"AZERONLINE ""AZERONLINE LTD"" JOINT ENTERPRISE",633.07
bulud Bulud Telecom LLC,633.07
SOCAR STATE OIL COMPANY OF THE REPUBLIC OF AZERBAIJAN,633.07
MCIT AzInTelecom LLC,633.07
caspel CASPEL LLC,633.07
HOSTART HOSTART LLC,633.07
"PASHATECH ""PASHA TECHNOLOGY"" LLC",633.07
kapitalbank Kapital bank OJSC,633.07
SEANET Seabak LLC,633.07
NAICOM,633.31
IMINTERNET,633.31
Envisage_Cloud_Solutions Hevis Co Systems PTY LTD,633.3599999999999
CWCAYMAN,633.5435634999999
AYRADE,633.65
ARN,633.65
CERIST,633.65
ATM,633.65
U Mobile Cellular Inc.,634.33
EGOVERNMENT UNIT,634.33
XEN1 NETWORKS INC,634.33
Guyana Telephone & Telegraph Co.,634.33
GSNET Data Communication Business Group,635.65
NCREE National Center for Research on Earthquake Engineering,635.65
MEGABANK_ASN Mega International Commercial Bank,635.65
SINOPAC SinoPac Holdings Corporate Network,635.65
TWIX Data Communication Business Group,635.65
IMCLOUD Sky Digital Co.,635.65
NETGUARD NETGUARD INTERNATIONAL,635.65
DNSNET DNS INTERNATIONAL,635.65
CDN Charmway Limited,635.65
KYNETUX I A.M. Translation LTD.,635.65
TIANCHUANG TIANCHUANG,635.65
ASPIRAPPS Digital Explorer Technology,635.65
DENPAIO Denpa Ltd.,635.65
DCT Dynamic Computing Technology,635.65
DRCLOUD Inventec Besta CO.,635.65
CHIEFANTIDDOS Chief Telecom Inc.,635.65
HST Haosing Technology Co.,635.65
Leko Hung Yun Tseng,635.65
KBT Koos Broadband Telecom,635.65
JGZ Jingzhi Technology Co.,635.65
FANTASY FANTASY TECHNOLOGY CO.,635.65
POWERHOUSE Powerhouse Co.,635.65
LEYUN Leyun Digital CO.,635.65
OPENFOR OpenFor Telecommunications Co.,635.65
HYA Hsin Yeong An Cable TV Co.,635.65
GSNET AION TECHNOLOGIES Inc.,635.65
NHRINET National Health Research Institutes,635.65
TISNET TISNET Technology Inc.,635.65
WISTRON Wistron Corporation,635.65
WANIN WANIN INTERNATIONAL CO.,635.65
parsvds Pars Shabakeh Azarakhsh LLC,635.7756767838392
DataCom GeniusMind S.A.,635.984
PARVASYSTEM Pars Parva System LLC,636.033157894737
FarasoSamanehPasargad Faraso Samaneh Pasargad Ltd.,636.2035475321298
Didehabnnet Didehban Net Company PJS,636.5834349695092
weide Fannavari Etelaate Samane Kavoshgar Ide Ltd.,637.212264
KNET The Shared Electronic Banking Services Company (Knet) LLC,637.24
CPD Diwan of H.H. the Crown Prince,637.24
KIA Kuwait Investment Authority,637.24
almullagroup AL MULLA GROUP HOLDING CO. KSCC,637.24
CBK Commercial Bank of kuwait,637.24
AUM American University of Middle East,637.24
CRE The Commercial Real Estate Co. K.S.C.C,637.24
KUFASN Kuwait Foreign Petroleum Exploration Co. K.S.C.C.,637.24
ASGIC Gulf Investment Corporation,637.24
Tawasul Kalaam Telecom Kuwait Closed Joint Stock Company,637.24
KAC Kuwait Airways KSC,637.24
BKGHC Bukhamseen Group Holding Co,637.24
Iraq_QualityNet Quality Net General Trading & Contracting Company,637.24
MOE Ministry of Education,637.24
ZAJIL02 Zajil International Telecom Company KSCC,637.24
KIPIC Kuwait Integrated Petroleum Industries Company (KIPIC) C.S.C,637.24
PACI Public Authority for Civil Information,637.24
equatekw EQUATE PETROCHEMICAL COMPANY K.S.C.C.,637.24
DUCAS1 Diyar United Trading & Contracting Company LLC / Mohammed Marouf & Co.,637.24
keoic KEO International Consultants,637.24
NCM NCM Investment Company KSCC,637.24
CITRA Communications and Information Technology Regulatory Authority,637.24
PWC Agility Public Warehousing Company K.S.C.P.,637.24
kfic KFIC invest Company KSC,637.24
WIRAC WIRAC.NET d.o.o.,637.76
UTIC_Autonomus_System University of Sarajevo,637.76
BHNIX_Public University of Sarajevo,637.76
Integra Integra Inzenjering d.o.o.,637.76
terc Terc Trade Company d.o.o.,637.76
TELINEA Telinea d.o.o.,637.76
TXtv TXTV d.o.o. Tuzla,637.76
zipzap ZipZap doo Zenica,637.76
SARNET Ministry of Science and Technology Development and Higher Education,637.76
MISSNET MISS.NET d.o.o.,637.76
"SCWLAN D.O.O. ""Elit M"" Biljeljina",637.76
FBAFBIH Agencija za bankarstvo FBiH,637.76
"formea_ba ""Formea"" drustvo za trgovinu",637.76
DINNET Dinnet d.o.o. Gracanica,637.76
BHNIX University of Sarajevo,637.76
HOSTLUMIX HOSTLUMIX CLOUD & HOSTING LLP,637.79
COMPUTEAZ,638.6025028748563
Empresa de Telecomunicaciones de Cuba,638.98
Red CENIAInternet,638.98
EMPRESA DE TELECOMUNICACIONES DE CUBA S.A. IXP CUBA,638.98
NAVEGALO S.A.,640.0956534202151
LinkiWay LinkiWay DMCC,640.225
ASIATECH Asiatech Data Transmission company,641.6232856714329
RASANA Aria Shatel PJSC,641.7675800000001
LCCN,641.79
U,641.79
Yuhonet YUHONET INTERNATIONAL LIMITED,641.9182168216821
Sindad Sindad Network Technology PJSC,641.9263751375138
TCI Iran Telecommunication Company PJS,641.9270507166484
ARPC Shazand Petrochemical Company (Private Joint Stock),641.94
bita Pardazesh Rayaneh Bita Co.Ltd,641.94
Aryansatellite Aryan Satellite Co. (Private Joint Stock),641.94
Aftab Aftab Communications and Informatics Private Joint Stock Company,641.94
RIPI Research Institute Of Petroleum Industry,641.94
Baharan Baharan PLC,641.94
Marun Marun Petrochemical Co.,641.94
ChaparRasaneh Chapar Rasaneh LLC,641.94
PARTPAYAM Part Payam Paya LLC,641.94
POGC Pars Oil & Gas Company (Private Joint Stock),641.94
SHETAB SHETAB INFORMATION PROCESSING CO,641.94
IR_GulfCloud_v4_01 Seyed Amir Tabatabaei Anaraki,641.94
PDC1 Pars Databan Co,641.94
IKRF Imam Khomeini Relief Foundation IKRF,641.94
MobinhostInfrastructure Dade Pardazi Mobinhost Co LTD,641.94
chakavak Chakavak Pardazesh Hooshmand Alborz,641.94
centinsur Central Insurance of Iran and Insurance Operations JSC,641.94
PJCO Pishgaman Toseeh Fanavari Etelaat Va Ertebatat Jonoub (Joint Stock Company),641.94
izbank Iran Zamin Bank PJSC,641.94
SINAICT Sina Financial & Investment Holding Co (PJS),641.94
"ITRC ICT Research Institute (Iran Telecommunications Research Center ""ITRC"")",641.94
PasargadBank Pasargad Bank PJSC,641.94
IBTO Iranian Blood Transfusion Organization (IBTO),641.94
IHIO Iran Health Insurance Organization,641.94
NIOPDC Melli Pakhsh Faravardehay Nafti Iran PJSC,641.94
DPI DP IRAN PLC,641.94
"PIROOZLEEN ""Pirooz Leen"" LLC",641.94
CIS Shabakeh Gostar Shahriyar Co. (Ltd.),641.94
MEHRAVA MEHR AVA GOSTAR PARSIAN INFORMATION ENGINEERING CO.,641.94
HUOM Hormozgan University Of Medical Sciences,641.94
PressTV Press TV Co.,641.94
"RighTel ""Rightel Communication Service Company PJS""",641.94
AFAGH PARDIS FANVARI PARTAK LTD,641.94
KAIC Sanaye Khodrosazi Kerman (Kerman Car Industry) PLC,641.94
Guilanet GuilaNet,641.94
Pishgaman Pishgaman Toseeh Ertebatat Company (Private Joint Stock),641.94
PishgamRayan Pishgam Rayan Dadeh Pajooh PJSC,641.94
Nazhin Nazhin Sepahan IT and data processing plc,641.94
CYBERKITTENS CYBERKITTENS LC,641.94
AADP Afagh Andish Dadeh Pardis Co. Ltd,641.94
IranianNet Iranian Net Communication and Electronic Services Co PJS,641.94
maroonhost Woshka Niknam,641.94
Mehran_Heidari Mehran Heidari,641.94
Tosan_Techno Tosee Fan Afzar Tosan PJSC,641.94
webramz Fannavari Etelaate Samane Kavoshgar Ide Ltd.,641.94
webideh Dadeh Gostaran Webideh Co. Ltd.,641.94
ATINET SINA ATINET Company (Ltd),641.94
Iranicaserver Mizban Amvaj Sahel Sepehr Bushehr PJSC,641.94
MCCI Mobile Communication Company of Iran PLC,641.94
EspyrCloudNetworks Milad Ahadpour,641.94
AUOS Islamic Azad University,641.94
TVEDC Tehran_Electric_Energy_Distribution,641.94
AryaSasol Pishgaman Toseeh Fanavari Etelaat Va Ertebatat Jonoub (Joint Stock Company),641.94
puzzlenet Pardazeshgaran Etelat Zaban Layeha Co Ltd,641.94
assabz Ahang Rayan Malayer Co. LTD,641.94
AriaSepehr2 Lamerd Information & Communication Technology Co.,641.94
dourbord Ertebatat Dourbord Fars Engineering Company PJSC,641.94
lesunco Lesun communication furtherance engineers Co,641.94
E1Server Ali Asadi,641.94
nakhljonoob Ertebat Gostare Nakhl Jonoob Company PJSC,641.94
Aranik Aranik Communications Technology PJSC,641.94
OxinTech Peimayesh Ertebat Oxin Co.(PJSC),641.94
AriyaServer Enteghal Dade AriyaSarv,641.94
